gene_stable_id	hgnc_symbol	chromosome_scaffold_name	gene_start_bp	gene_end_bp	gene_percent_gc_content	gene_type
ENSG00000103197	TSC2	16	2047465	2089487	60.06	protein_coding
ENSG00000278848	TP53TG3F	16	33459045	33462249	50.83	protein_coding
ENSG00000178591	DEFB125	20	87250	97094	37.75	protein_coding
ENSG00000111640	GAPDH	12	6533927	6538374	60.61	protein_coding
ENSG00000167792	NDUFV1	11	67605653	67612554	56.2	protein_coding
ENSG00000175354	PTPN2	18	12785478	12929643	42.19	protein_coding
ENSG00000026559	KCNG1	20	51003656	51023129	52.21	protein_coding
ENSG00000265690	NA	16	67163385	67165815	67.54	protein_coding
ENSG00000124786	SLC35B3	6	8411463	8435611	34.89	protein_coding
ENSG00000153944	MSI2	17	57255851	57684685	47.5	protein_coding
ENSG00000102871	TRADD	16	67154180	67160298	59.16	protein_coding
ENSG00000198843	SELENOT	3	150602875	150630445	37.86	protein_coding
ENSG00000268279	NA	3	14135217	14148252	51.37	protein_coding
ENSG00000170860	LSM3	3	14178358	14201119	41.66	protein_coding
ENSG00000108001	EBF3	10	129835283	129963841	48.8	protein_coding
ENSG00000156413	FUT6	19	5830610	5839731	53.66	protein_coding
ENSG00000144659	SLC25A38	3	39383324	39397351	46.44	protein_coding
ENSG00000141027	NCOR1	17	16029157	16218185	39.72	protein_coding
ENSG00000135722	FBXL8	16	67159931	67164570	60.47	protein_coding
ENSG00000225805	DEFB131B	11	71878453	71884561	33.75	protein_coding
ENSG00000109466	KLHL2	4	165207618	165323156	38.15	protein_coding
ENSG00000254469	NA	11	71865509	71928654	42.82	protein_coding
ENSG00000173276	ZBTB21	21	41986831	42010387	42.8	protein_coding
ENSG00000165626	BEND7	10	13438484	13528974	43.55	protein_coding
ENSG00000145365	TIFA	4	112274542	112285903	40.42	protein_coding
ENSG00000163170	BOLA3	2	74135398	74147994	50.59	protein_coding
ENSG00000150893	FREM2	13	38687129	38887131	37.64	protein_coding
ENSG00000059145	UNKL	16	1363205	1414751	57.82	protein_coding
ENSG00000276040	SPATA31A7	9	61190003	61196280	52.85	protein_coding
ENSG00000125900	SIRPD	20	1534251	1558843	40.5	protein_coding
ENSG00000026025	VIM	10	17228259	17237593	46.25	protein_coding
ENSG00000122678	POLM	7	44072247	44082540	56.76	protein_coding
ENSG00000179674	ARL14	3	160677159	160678452	38.56	protein_coding
ENSG00000171124	FUT3	19	5842888	5851474	51.9	protein_coding
ENSG00000101307	SIRPB1	20	1563521	1620061	44.1	protein_coding
ENSG00000204010	IFIT1B	10	89378056	89385205	43.27	protein_coding
ENSG00000107798	LIPA	10	89213569	89414557	41.43	protein_coding
ENSG00000188690	UROS	10	125784980	125823285	46.12	protein_coding
ENSG00000165197	VEGFD	23	15345591	15384376	39.3	protein_coding
ENSG00000147654	EBAG9	8	109539711	109565996	34.99	protein_coding
ENSG00000163590	PPM1L	3	160755602	161078907	38.44	protein_coding
ENSG00000129250	KIF1C	17	4997948	5028401	53.87	protein_coding
ENSG00000205572	SERF1B	5	70025247	70043113	43.63	protein_coding
ENSG00000175595	ERCC4	16	13920157	13952345	39.57	protein_coding
ENSG00000120742	SERP1	3	150541994	150603228	38.84	protein_coding
ENSG00000197037	ZSCAN25	7	99616946	99632407	48.45	protein_coding
ENSG00000197563	PIGN	18	61905255	62187118	38.03	protein_coding
ENSG00000125788	DEFB126	20	142369	145751	35.41	protein_coding
ENSG00000139826	ABHD13	13	108218379	108234255	35.43	protein_coding
ENSG00000260861	NA	20	1540144	1620009	42.96	protein_coding
ENSG00000166831	RBPMS2	15	64739892	64775587	52.71	protein_coding
ENSG00000165271	NOL6	9	33461441	33473930	54.48	protein_coding
ENSG00000172000	ZNF556	19	2867335	2883445	46.63	protein_coding
ENSG00000229894	GK3P	4	165277812	165279679	44.06	protein_coding
ENSG00000170088	TMEM192	4	165070608	165208549	41.86	protein_coding
ENSG00000105926	MPP6	7	24573268	24694193	35.88	protein_coding
ENSG00000186088	GSAP	7	77310751	77416400	40.18	protein_coding
ENSG00000173991	TCAP	17	39664187	39666555	62.39	protein_coding
ENSG00000101222	SPEF1	20	3777504	3781448	57.54	protein_coding
ENSG00000103042	SLC38A7	16	58665109	58685104	52.78	protein_coding
ENSG00000147262	GPR119	23	130384440	130385447	54.66	protein_coding
ENSG00000169967	MAP3K2	2	127298730	127388465	38.69	protein_coding
ENSG00000176302	FOXR1	11	118971707	118981291	49.32	protein_coding
ENSG00000155970	MICU3	8	17027238	17122644	35.97	protein_coding
ENSG00000183260	ABHD16B	20	63861498	63862988	69.89	protein_coding
ENSG00000163235	TGFA	2	70447280	70554193	43.95	protein_coding
ENSG00000166189	HPS6	10	102065390	102068038	64.21	protein_coding
ENSG00000197345	MRPL21	11	68891276	68903835	50.69	protein_coding
ENSG00000151093	OXSM	3	25782917	25794534	42	protein_coding
ENSG00000163602	RYBP	3	72371825	72446621	38.33	protein_coding
ENSG00000145431	PDGFC	4	156760454	156971394	35.95	protein_coding
ENSG00000147099	HDAC8	23	72329516	72573199	40.05	protein_coding
ENSG00000113387	SUB1	5	32531633	32604079	42.87	protein_coding
ENSG00000144230	GPR17	2	127645864	127652639	59.4	protein_coding
ENSG00000205269	TMEM170B	6	11538278	11583524	36.55	protein_coding
ENSG00000198885	ITPRIPL1	2	96325331	96330517	50.7	protein_coding
ENSG00000001630	CYP51A1	7	92112151	92134803	38.25	protein_coding
ENSG00000163558	PRKCI	3	170222365	170305981	39.82	protein_coding
ENSG00000106049	HIBADH	7	27525442	27662995	36.88	protein_coding
ENSG00000187123	LYPD6	2	149329985	149474148	39.87	protein_coding
ENSG00000197763	TXNRD3	3	126571779	126655155	40.5	protein_coding
ENSG00000134072	CAMK1	3	9757342	9769992	51.29	protein_coding
ENSG00000185745	IFIT1	10	89392546	89406486	38.56	protein_coding
ENSG00000088782	DEFB127	20	157470	159163	39.85	protein_coding
ENSG00000240720	LRRD1	7	92141643	92179531	39.35	protein_coding
ENSG00000160219	GAB3	23	154675249	154751583	40.81	protein_coding
ENSG00000119917	IFIT3	10	89327894	89340971	43.23	protein_coding
ENSG00000186777	ZNF732	4	270675	305321	38	protein_coding
ENSG00000172016	REG3A	2	79157003	79159753	49.07	protein_coding
ENSG00000124260	MAGEA10	23	152133310	152138578	51.3	protein_coding
ENSG00000164610	RP9	7	33094797	33109401	42.71	protein_coding
ENSG00000285772	NA	7	92112159	92179511	39.48	protein_coding
ENSG00000185982	DEFB128	20	187853	189681	41.39	protein_coding
ENSG00000237489	C10orf143	10	130020025	130110817	46.22	protein_coding
ENSG00000125903	DEFB129	20	227258	229886	39.94	protein_coding
ENSG00000001631	KRIT1	7	92198969	92246166	36.48	protein_coding
ENSG00000119922	IFIT2	10	89283694	89309276	42.25	protein_coding
ENSG00000011347	SYT7	11	61515313	61581148	57.15	protein_coding
ENSG00000125657	TNFSF9	19	6530999	6535928	59.21	protein_coding
ENSG00000184368	MAP7D2	23	20006713	20116917	44.44	protein_coding
ENSG00000103876	FAH	15	80152490	80186946	49.96	protein_coding
ENSG00000120549	KIAA1217	10	23694746	24547848	40.56	protein_coding
ENSG00000103647	CORO2B	15	68578969	68727806	49.34	protein_coding
ENSG00000100226	GTPBP1	22	38705723	38738299	51.1	protein_coding
ENSG00000255009	UBTFL1	11	90085950	90087131	44.33	protein_coding
ENSG00000127951	FGL2	7	77193371	77199848	35.72	protein_coding
ENSG00000283378	CNTNAP3C	9	61330717	61453030	38.12	protein_coding
ENSG00000096968	JAK2	9	4984390	5128183	37.67	protein_coding
ENSG00000163629	PTPN13	4	86594315	86815171	36.16	protein_coding
ENSG00000248235	NA	8	22589274	22602084	59.11	protein_coding
ENSG00000172554	SNTG2	2	950868	1367613	42.84	protein_coding
ENSG00000250151	ARPC4-TTLL3	3	9793082	9835401	49.96	protein_coding
ENSG00000205002	AARD	8	116938199	116944487	43.15	protein_coding
ENSG00000162951	LRRTM1	2	80288351	80304749	44.28	protein_coding
ENSG00000213585	VDAC1	5	133971915	134005133	47.42	protein_coding
ENSG00000174886	NDUFA11	19	5891276	5904006	59.05	protein_coding
ENSG00000120913	PDLIM2	8	22578279	22598025	58.44	protein_coding
ENSG00000160191	PDE9A	21	42653636	42775509	51.29	protein_coding
ENSG00000133321	RARRES3	11	63536809	63546462	48.53	protein_coding
ENSG00000198728	LDB1	10	102107560	102120453	55.59	protein_coding
ENSG00000066032	CTNNA2	2	79185231	80648861	38.65	protein_coding
ENSG00000133328	HRASLS2	11	63552770	63563383	47.86	protein_coding
ENSG00000198723	TEX45	19	7492976	7508450	54.07	protein_coding
ENSG00000267740	NA	19	5866171	5903787	55.09	protein_coding
ENSG00000135205	CCDC146	7	77122434	77329533	39.17	protein_coding
ENSG00000176485	PLA2G16	11	63573195	63616883	45.84	protein_coding
ENSG00000241553	ARPC4	3	9792495	9807726	48.44	protein_coding
ENSG00000130383	FUT5	19	5865826	5870540	53.72	protein_coding
ENSG00000104883	PEX11G	19	7476875	7497449	53.44	protein_coding
ENSG00000122877	EGR2	10	62811996	62919900	42.64	protein_coding
ENSG00000179218	CALR	19	12938578	12944489	53.01	protein_coding
ENSG00000197177	ADGRA1	10	133070929	133131675	60.33	protein_coding
ENSG00000173273	TNKS	8	9555914	9782346	37.08	protein_coding
ENSG00000131127	ZNF141	4	337814	384864	40.31	protein_coding
ENSG00000108788	MLX	17	42567068	42573239	52.95	protein_coding
ENSG00000109501	WFS1	4	6269849	6303265	57.04	protein_coding
ENSG00000123219	CENPK	5	65517766	65563171	37.27	protein_coding
ENSG00000155622	XAGE2	23	52369030	52375680	37.83	protein_coding
ENSG00000157110	RBPMS	8	30384479	30572261	42.19	protein_coding
ENSG00000198816	ZNF358	19	7515292	7521026	60.98	protein_coding
ENSG00000127995	CASD1	7	94509219	94557019	34.66	protein_coding
ENSG00000267952	NA	19	7507052	7519622	52.57	protein_coding
ENSG00000249915	PDCD6	5	271621	353856	50.84	protein_coding
ENSG00000186458	DEFB132	20	257736	261096	42.9	protein_coding
ENSG00000168875	SOX14	3	137764284	137766338	56.55	protein_coding
ENSG00000111863	ADTRP	6	11712054	11807046	43.46	protein_coding
ENSG00000115705	TPO	2	1374066	1543711	48.22	protein_coding
ENSG00000183354	KIAA2026	9	5881596	6007901	37.58	protein_coding
ENSG00000148572	NRBF2	10	63133247	63155031	42.23	protein_coding
ENSG00000241258	CRCP	7	66114604	66154568	45	protein_coding
ENSG00000164889	SLC4A2	7	151057210	151076527	59.83	protein_coding
ENSG00000166123	GPT2	16	46884378	46931297	51.96	protein_coding
ENSG00000101493	ZNF516	18	76358190	76495190	47.61	protein_coding
ENSG00000185924	RTN4RL1	17	1934677	2025345	54.35	protein_coding
ENSG00000120210	INSL6	9	5123880	5185668	37.62	protein_coding
ENSG00000154102	C16orf74	16	85690084	85751129	53.1	protein_coding
ENSG00000183734	ASCL2	11	2268495	2270952	69.57	protein_coding
ENSG00000204469	PRRC2A	6	31620720	31637771	53.44	protein_coding
ENSG00000120215	MLANA	9	5890802	5910606	41.47	protein_coding
ENSG00000146701	MDH2	7	76048051	76067508	50.93	protein_coding
ENSG00000131470	PSMC3IP	17	42572315	42577831	48.67	protein_coding
ENSG00000204379	XAGE1A	23	52495676	52500812	41.95	protein_coding
ENSG00000114026	OGG1	3	9749944	9788219	49.74	protein_coding
ENSG00000242265	PEG10	7	94656325	94669695	43.22	protein_coding
ENSG00000134326	CMPK2	2	6840570	6866635	44.86	protein_coding
ENSG00000249319	NA	7	66087761	66152277	47.23	protein_coding
ENSG00000205086	C2orf91	2	41935368	41956806	47.12	protein_coding
ENSG00000126522	ASL	7	66075798	66093558	54.6	protein_coding
ENSG00000204382	XAGE1B	23	52512077	52520803	42.82	protein_coding
ENSG00000127990	SGCE	7	94524204	94656572	35.35	protein_coding
ENSG00000164751	PEX2	8	76980258	77001044	38.37	protein_coding
ENSG00000079134	THOC1	18	214520	268050	37.31	protein_coding
ENSG00000155313	USP25	21	15730025	15880069	35.41	protein_coding
ENSG00000063438	AHRR	5	304176	438291	52.27	protein_coding
ENSG00000134321	RSAD2	2	6865806	6898239	40	protein_coding
ENSG00000187021	PNLIPRP1	10	116590385	116609175	44.74	protein_coding
ENSG00000066405	CLDN18	3	137998735	138033655	42.94	protein_coding
ENSG00000165476	REEP3	10	63521363	63625123	38.34	protein_coding
ENSG00000088930	XRN2	20	21303304	21389827	37.22	protein_coding
ENSG00000114978	MOB1A	2	74152528	74178898	41.02	protein_coding
ENSG00000171840	NINJ2	12	564296	663779	48.05	protein_coding
ENSG00000137700	SLC37A4	11	119024114	119030906	55.91	protein_coding
ENSG00000171988	JMJD1C	10	63167221	63521850	38.11	protein_coding
ENSG00000162063	CCNF	16	2429394	2458854	52.76	protein_coding
ENSG00000177225	GATD1	11	767220	777488	60.25	protein_coding
ENSG00000153930	ANKFN1	17	55882301	56511659	39.76	protein_coding
ENSG00000154813	DPH3	3	16257978	16264972	40.8	protein_coding
ENSG00000203989	RHOXF2B	23	120070672	120077705	43.63	protein_coding
ENSG00000154719	MRPL39	21	25585656	25607517	37.94	protein_coding
ENSG00000132514	CLEC10A	17	7074537	7080307	53.21	protein_coding
ENSG00000267314	NA	19	5904841	5914707	53.81	protein_coding
ENSG00000187650	VMAC	19	5904858	5910853	53.34	protein_coding
ENSG00000131721	RHOXF2	23	120158561	120165630	43.66	protein_coding
ENSG00000205456	TP53TG3D	16	32252719	32255922	50.84	protein_coding
ENSG00000129993	CBFA2T3	16	88874858	88977204	60.67	protein_coding
ENSG00000105519	CAPS	19	5911707	5915877	58.74	protein_coding
ENSG00000106052	TAX1BP1	7	27739331	27844564	36.81	protein_coding
ENSG00000101883	RHOXF1	23	120109053	120115937	41.76	protein_coding
ENSG00000174015	SPERT	13	45702311	45714559	45.44	protein_coding
ENSG00000140451	PIF1	15	64815632	64825668	55.24	protein_coding
ENSG00000126351	THRA	17	40058290	40093867	54.9	protein_coding
ENSG00000175065	DSG4	18	31376777	31414912	36.91	protein_coding
ENSG00000178573	MAF	16	79585843	79600714	44.86	protein_coding
ENSG00000122687	MRM2	7	2234231	2242198	49.95	protein_coding
ENSG00000114654	EFCC1	3	129001629	129040742	52.49	protein_coding
ENSG00000031823	RANBP3	19	5916139	5978142	52.74	protein_coding
ENSG00000179262	RAD23A	19	12945855	12953642	54.44	protein_coding
ENSG00000170017	ALCAM	3	105366909	105576900	35.29	protein_coding
ENSG00000177646	ACAD9	3	128879596	128916067	49.2	protein_coding
ENSG00000184743	ATL3	11	63624087	63671921	42.43	protein_coding
ENSG00000285953	NA	7	92131774	92245924	38.65	protein_coding
ENSG00000102524	TNFSF13B	13	108251240	108308484	34.84	protein_coding
ENSG00000174640	SLCO2A1	3	133928145	134052184	47.83	protein_coding
ENSG00000106819	ASPN	9	92456205	92482506	38.34	protein_coding
ENSG00000109738	GLRB	4	157076057	157172090	35.21	protein_coding
ENSG00000152495	CAMK4	5	111223653	111494886	37.31	protein_coding
ENSG00000241852	C8orf58	8	22599601	22604150	60.59	protein_coding
ENSG00000171033	PKIA	8	78516139	78605267	34.75	protein_coding
ENSG00000134760	DSG1	18	31318089	31357029	36.14	protein_coding
ENSG00000179271	GADD45GIP1	19	12953119	12957236	55.03	protein_coding
ENSG00000198000	NOL8	9	92297358	92325636	38.87	protein_coding
ENSG00000128271	ADORA2A	22	24417879	24442360	59.24	protein_coding
ENSG00000114315	HES1	3	194136145	194138732	53.32	protein_coding
ENSG00000119321	FKBP15	9	113161006	113221361	41.19	protein_coding
ENSG00000162878	PKDCC	2	42048020	42058528	56.22	protein_coding
ENSG00000163751	CPA3	3	148865256	148897196	37.02	protein_coding
ENSG00000168876	ANKRD49	11	94493629	94499583	37.68	protein_coding
ENSG00000101557	USP14	18	158383	214629	38.05	protein_coding
ENSG00000154162	CDH12	5	21750673	22853622	35.29	protein_coding
ENSG00000087842	PIR	23	15384799	15493564	38.99	protein_coding
ENSG00000077514	POLD3	11	74493851	74669117	41.72	protein_coding
ENSG00000153002	CPB1	3	148791102	148860187	37.66	protein_coding
ENSG00000011677	GABRA3	23	152166234	152451358	37.36	protein_coding
ENSG00000020922	MRE11	11	94415578	94493908	37.31	protein_coding
ENSG00000106460	TMEM106B	7	12211241	12243367	34.61	protein_coding
ENSG00000164039	BDH2	4	103079435	103099883	38.56	protein_coding
ENSG00000136867	SLC31A2	9	113150942	113164137	48.09	protein_coding
ENSG00000171916	LGALS9C	17	18476737	18494945	52.98	protein_coding
ENSG00000115598	IL1RL2	2	102186973	102240002	41.71	protein_coding
ENSG00000103534	TMC5	16	19410496	19499113	45.06	protein_coding
ENSG00000186522	SEPT10	2	109542982	109614206	40.38	protein_coding
ENSG00000258555	SPECC1L-ADORA2A	22	24270898	24442356	44.7	protein_coding
ENSG00000011295	TTC19	17	15999380	16045015	41.07	protein_coding
ENSG00000100014	SPECC1L	22	24270817	24417740	42.29	protein_coding
ENSG00000134597	RBMX2	23	130401969	130413343	43.77	protein_coding
ENSG00000102010	BMX	23	15464246	15556529	38.8	protein_coding
ENSG00000105928	GSDME	7	24698351	24758113	45.73	protein_coding
ENSG00000092421	SEMA6A	5	116443616	116574934	40.58	protein_coding
ENSG00000165632	TAF3	10	7818504	8016627	39.51	protein_coding
ENSG00000150594	ADRA2A	10	111077163	111080907	59.23	protein_coding
ENSG00000131143	COX4I1	16	85798633	85807044	50.84	protein_coding
ENSG00000237378	NA	13	63746741	63751080	39.1	protein_coding
ENSG00000196233	LCOR	10	96832282	96995959	39.58	protein_coding
ENSG00000214021	TTLL3	3	9808086	9855138	50.19	protein_coding
ENSG00000077616	"NAALAD2"	11	90131515	90192894	34.98	protein_coding
ENSG00000114656	KIAA1257	3	128909866	129002690	47.21	protein_coding
ENSG00000132740	IGHMBP2	11	68903842	68940602	50.65	protein_coding
ENSG00000125879	OTOR	20	16748358	16770062	41.74	protein_coding
ENSG00000158636	EMSY	11	76444923	76553025	37.68	protein_coding
ENSG00000114904	NEK4	3	52708449	52770949	42.79	protein_coding
ENSG00000196476	C20orf96	20	270863	290778	48.38	protein_coding
ENSG00000166582	CENPV	17	16342534	16353656	48.01	protein_coding
ENSG00000083720	OXCT1	5	41730065	41870519	37.48	protein_coding
ENSG00000153814	JAZF1	7	27830573	28180743	41.44	protein_coding
ENSG00000164038	SLC9B2	4	103019868	103085829	37.26	protein_coding
ENSG00000167323	STIM1	11	3854527	4093210	42.52	protein_coding
ENSG00000095637	SORBS1	10	95311771	95561414	44.47	protein_coding
ENSG00000165325	DEUP1	11	93329971	93438487	37.36	protein_coding
ENSG00000215475	SIAH3	13	45777243	45851736	44.65	protein_coding
ENSG00000214941	ZSWIM7	17	15976560	15999717	44.09	protein_coding
ENSG00000131148	EMC8	16	85771758	85799608	48.89	protein_coding
ENSG00000175536	LIPT2	11	74491712	74493733	55.44	protein_coding
ENSG00000168268	NT5DC2	3	52524385	52535054	61.51	protein_coding
ENSG00000164885	CDK5	7	151053812	151058530	58.08	protein_coding
ENSG00000100024	UPB1	22	24494107	24528390	49.88	protein_coding
ENSG00000144736	SHQ1	3	72749277	72861914	39.56	protein_coding
ENSG00000123200	ZC3H13	13	45954465	46052759	34.9	protein_coding
ENSG00000118181	RPS25	11	119015712	119018691	47.62	protein_coding
ENSG00000130826	DKC1	23	154762742	154777689	45.62	protein_coding
ENSG00000181803	OR6S1	14	20640696	20641691	50.3	protein_coding
ENSG00000138639	ARHGAP24	4	85475114	86002670	36.75	protein_coding
ENSG00000105122	RASAL3	19	15451624	15464571	57.17	protein_coding
ENSG00000172680	MOS	8	56112942	56113982	61	protein_coding
ENSG00000181690	PLAG1	8	56160904	56211324	38.74	protein_coding
ENSG00000101898	MCTS2P	20	31547412	31548081	44.48	protein_coding
ENSG00000101294	HM13	20	31514410	31577923	49.85	protein_coding
ENSG00000182263	FIGN	2	163593396	163736012	36.3	protein_coding
ENSG00000133104	SPART	13	36301638	36370180	39.04	protein_coding
ENSG00000196655	TRAPPC4	11	119018432	119025454	49.51	protein_coding
ENSG00000143924	EML4	2	42169350	42332548	38.02	protein_coding
ENSG00000171970	ZNF57	19	2900898	2918476	46.26	protein_coding
ENSG00000155428	TRIM74	7	72959485	72969466	53.54	protein_coding
ENSG00000163681	SLMAP	3	57755450	57929168	38.95	protein_coding
ENSG00000105640	RPL18A	19	17859876	17864153	58.32	protein_coding
ENSG00000091436	MAP3K20	2	173075435	173268010	38.91	protein_coding
ENSG00000122254	HS3ST2	16	22814177	22916338	43.49	protein_coding
ENSG00000069206	ADAM7	8	24440930	24526970	36.76	protein_coding
ENSG00000113389	NPR3	5	32689070	32791724	40.83	protein_coding
ENSG00000032742	IFT88	13	20567069	20691437	38.74	protein_coding
ENSG00000258818	RNASE4	14	20684100	20701215	43.42	protein_coding
ENSG00000110169	HPX	11	6431049	6442617	47.81	protein_coding
ENSG00000179284	DAND5	19	12965159	12974762	52.32	protein_coding
ENSG00000214274	ANG	14	20684177	20698971	43.52	protein_coding
ENSG00000178772	CPN2	3	194339765	194351328	52.73	protein_coding
ENSG00000163939	PBRM1	3	52545352	52685917	40.81	protein_coding
ENSG00000080618	CPB2	13	46053195	46105033	39.01	protein_coding
